"","product","d_1914","d_1915","d_1916","d_1917","d_1918","d_1919","d_1920","d_1921","d_1922","d_1923","d_1924","d_1925","d_1926","d_1927","d_1928","d_1929","d_1930","d_1931","d_1932","d_1933","d_1934","d_1935","d_1936","d_1937","d_1938","d_1939","d_1940","d_1941"
"16","FOODS_3_016_TX_3_validation",2,2,2,0,2,0,2,2,2,2,0,2,0,2,2,2,2,0,2,0,2,2,2,2,0,2,0,2
"17","FOODS_3_017_TX_3_validation",0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"18","FOODS_3_018_TX_3_validation",1,0,2,0,0,0,1,1,0,2,0,0,0,1,1,0,2,0,0,0,1,1,0,2,0,0,0,1
"19","FOODS_3_019_TX_3_validation",1,1,0,0,1,0,0,1,1,0,0,1,0,0,1,1,0,0,1,0,0,1,1,0,0,1,0,0
"20","FOODS_3_020_TX_3_validation",0,0,0,3,5,3,2,0,0,0,3,5,3,2,0,0,0,3,5,3,2,0,0,0,3,5,3,2
"21","FOODS_3_021_TX_3_validation",1,5,0,0,1,0,0,1,5,0,0,1,0,0,1,5,0,0,1,0,0,1,5,0,0,1,0,0
"22","FOODS_3_022_TX_3_validation",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23","FOODS_3_023_TX_3_validation",2,0,0,1,1,0,1,2,0,0,1,1,0,1,2,0,0,1,1,0,1,2,0,0,1,1,0,1
"24","FOODS_3_024_TX_3_validation",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"25","FOODS_3_025_TX_3_validation",2,1,3,1,1,1,2,2,1,3,1,1,1,2,2,1,3,1,1,1,2,2,1,3,1,1,1,2
"26","FOODS_3_026_TX_3_validation",0,2,0,0,2,2,1,0,2,0,0,2,2,1,0,2,0,0,2,2,1,0,2,0,0,2,2,1
"27","FOODS_3_027_TX_3_validation",1,0,1,1,0,0,0,1,0,1,1,0,0,0,1,0,1,1,0,0,0,1,0,1,1,0,0,0
"28","FOODS_3_028_TX_3_validation",1,2,1,0,1,0,0,1,2,1,0,1,0,0,1,2,1,0,1,0,0,1,2,1,0,1,0,0
"29","FOODS_3_029_TX_3_validation",1,1,5,1,2,1,1,1,1,5,1,2,1,1,1,1,5,1,2,1,1,1,1,5,1,2,1,1
"30","FOODS_3_030_TX_3_validation",16,21,15,24,20,24,17,16,21,15,24,20,24,17,16,21,15,24,20,24,17,16,21,15,24,20,24,17
"31","FOODS_3_031_TX_3_validation",1,0,1,0,1,0,2,1,0,1,0,1,0,2,1,0,1,0,1,0,2,1,0,1,0,1,0,2
"32","FOODS_3_032_TX_3_validation",0,3,1,2,0,0,0,0,3,1,2,0,0,0,0,3,1,2,0,0,0,0,3,1,2,0,0,0
"33","FOODS_3_033_TX_3_validation",2,0,0,3,0,0,2,2,0,0,3,0,0,2,2,0,0,3,0,0,2,2,0,0,3,0,0,2
"34","FOODS_3_034_TX_3_validation",0,1,0,0,1,0,2,0,1,0,0,1,0,2,0,1,0,0,1,0,2,0,1,0,0,1,0,2
"35","FOODS_3_035_TX_3_validation",3,2,1,0,1,1,0,3,2,1,0,1,1,0,3,2,1,0,1,1,0,3,2,1,0,1,1,0
"36","FOODS_3_036_TX_3_validation",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"37","FOODS_3_037_TX_3_validation",0,1,0,1,2,0,1,0,1,0,1,2,0,1,0,1,0,1,2,0,1,0,1,0,1,2,0,1
"38","FOODS_3_038_TX_3_validation",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"39","FOODS_3_039_TX_3_validation",4,10,2,2,4,5,3,4,10,2,2,4,5,3,4,10,2,2,4,5,3,4,10,2,2,4,5,3
"40","FOODS_3_040_TX_3_validation",0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1
"41","FOODS_3_041_TX_3_validation",1,3,2,2,2,1,2,1,3,2,2,2,1,2,1,3,2,2,2,1,2,1,3,2,2,2,1,2
"42","FOODS_3_042_TX_3_validation",3,1,3,4,1,3,5,3,1,3,4,1,3,5,3,1,3,4,1,3,5,3,1,3,4,1,3,5
"43","FOODS_3_043_TX_3_validation",0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1
"44","FOODS_3_044_TX_3_validation",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
"45","FOODS_3_045_TX_3_validation",0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0
"46","FOODS_3_046_TX_3_validation",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"47","FOODS_3_047_TX_3_validation",3,0,0,2,0,2,1,3,0,0,2,0,2,1,3,0,0,2,0,2,1,3,0,0,2,0,2,1
"48","FOODS_3_048_TX_3_validation",0,0,2,2,4,1,1,0,0,2,2,4,1,1,0,0,2,2,4,1,1,0,0,2,2,4,1,1
"49","FOODS_3_049_TX_3_validation",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"50","FOODS_3_050_TX_3_validation",0,1,0,0,0,2,1,0,1,0,0,0,2,1,0,1,0,0,0,2,1,0,1,0,0,0,2,1
"51","FOODS_3_051_TX_3_validation",0,2,4,0,1,4,1,0,2,4,0,1,4,1,0,2,4,0,1,4,1,0,2,4,0,1,4,1
"52","FOODS_3_053_TX_3_validation",2,0,3,0,1,1,0,2,0,3,0,1,1,0,2,0,3,0,1,1,0,2,0,3,0,1,1,0
"53","FOODS_3_054_TX_3_validation",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"54","FOODS_3_055_TX_3_validation",0,1,0,0,2,0,0,0,1,0,0,2,0,0,0,1,0,0,2,0,0,0,1,0,0,2,0,0
"55","FOODS_3_056_TX_3_validation",1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0
"56","FOODS_3_057_TX_3_validation",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"57","FOODS_3_058_TX_3_validation",0,0,2,3,2,3,2,0,0,2,3,2,3,2,0,0,2,3,2,3,2,0,0,2,3,2,3,2
"58","FOODS_3_059_TX_3_validation",0,0,4,2,4,4,2,0,0,4,2,4,4,2,0,0,4,2,4,4,2,0,0,4,2,4,4,2
"59","FOODS_3_060_TX_3_validation",0,1,1,1,1,1,0,0,1,1,1,1,1,0,0,1,1,1,1,1,0,0,1,1,1,1,1,0
"60","FOODS_3_061_TX_3_validation",0,0,1,1,2,0,0,0,0,1,1,2,0,0,0,0,1,1,2,0,0,0,0,1,1,2,0,0
"61","FOODS_3_062_TX_3_validation",0,1,1,0,0,1,2,0,1,1,0,0,1,2,0,1,1,0,0,1,2,0,1,1,0,0,1,2
"62","FOODS_3_063_TX_3_validation",0,2,0,0,0,0,2,0,2,0,0,0,0,2,0,2,0,0,0,0,2,0,2,0,0,0,0,2
"63","FOODS_3_064_TX_3_validation",3,3,7,3,3,1,13,3,3,7,3,3,1,13,3,3,7,3,3,1,13,3,3,7,3,3,1,13
"64","FOODS_3_065_TX_3_validation",2,0,1,2,0,0,0,2,0,1,2,0,0,0,2,0,1,2,0,0,0,2,0,1,2,0,0,0
"65","FOODS_3_066_TX_3_validation",1,7,1,1,5,2,2,1,7,1,1,5,2,2,1,7,1,1,5,2,2,1,7,1,1,5,2,2
"66","FOODS_3_067_TX_3_validation",1,0,0,0,0,0,2,1,0,0,0,0,0,2,1,0,0,0,0,0,2,1,0,0,0,0,0,2
"67","FOODS_3_068_TX_3_validation",0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
"68","FOODS_3_069_TX_3_validation",0,0,3,3,0,1,0,0,0,3,3,0,1,0,0,0,3,3,0,1,0,0,0,3,3,0,1,0
"69","FOODS_3_070_TX_3_validation",1,2,2,0,0,4,9,1,2,2,0,0,4,9,1,2,2,0,0,4,9,1,2,2,0,0,4,9
"70","FOODS_3_071_TX_3_validation",8,1,5,1,2,2,3,8,1,5,1,2,2,3,8,1,5,1,2,2,3,8,1,5,1,2,2,3
"71","FOODS_3_072_TX_3_validation",1,1,2,2,1,1,1,1,1,2,2,1,1,1,1,1,2,2,1,1,1,1,1,2,2,1,1,1
"72","FOODS_3_073_TX_3_validation",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"73","FOODS_3_074_TX_3_validation",1,1,2,4,2,0,3,1,1,2,4,2,0,3,1,1,2,4,2,0,3,1,1,2,4,2,0,3
"74","FOODS_3_075_TX_3_validation",0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0
"75","FOODS_3_076_TX_3_validation",4,0,9,1,6,0,0,4,0,9,1,6,0,0,4,0,9,1,6,0,0,4,0,9,1,6,0,0
"76","FOODS_3_077_TX_3_validation",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"77","FOODS_3_078_TX_3_validation",0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"78","FOODS_3_079_TX_3_validation",3,3,4,4,5,4,2,3,3,4,4,5,4,2,3,3,4,4,5,4,2,3,3,4,4,5,4,2
"79","FOODS_3_080_TX_3_validation",5,6,7,7,10,11,10,5,6,7,7,10,11,10,5,6,7,7,10,11,10,5,6,7,7,10,11,10
"80","FOODS_3_081_TX_3_validation",4,0,0,0,0,0,1,4,0,0,0,0,0,1,4,0,0,0,0,0,1,4,0,0,0,0,0,1
"81","FOODS_3_082_TX_3_validation",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"82","FOODS_3_083_TX_3_validation",1,0,0,2,1,0,2,1,0,0,2,1,0,2,1,0,0,2,1,0,2,1,0,0,2,1,0,2
"83","FOODS_3_084_TX_3_validation",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
"84","FOODS_3_085_TX_3_validation",0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1
"85","FOODS_3_086_TX_3_validation",5,18,11,14,6,1,0,5,18,11,14,6,1,0,5,18,11,14,6,1,0,5,18,11,14,6,1,0
"86","FOODS_3_087_TX_3_validation",2,7,5,1,2,3,6,2,7,5,1,2,3,6,2,7,5,1,2,3,6,2,7,5,1,2,3,6
"87","FOODS_3_088_TX_3_validation",0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
"88","FOODS_3_089_TX_3_validation",0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0
"89","FOODS_3_090_TX_3_validation",81,46,53,43,70,102,66,81,46,53,43,70,102,66,81,46,53,43,70,102,66,81,46,53,43,70,102,66
"90","FOODS_3_091_TX_3_validation",0,0,0,1,0,1,1,0,0,0,1,0,1,1,0,0,0,1,0,1,1,0,0,0,1,0,1,1
"91","FOODS_3_092_TX_3_validation",0,1,0,2,0,1,0,0,1,0,2,0,1,0,0,1,0,2,0,1,0,0,1,0,2,0,1,0
"92","FOODS_3_093_TX_3_validation",5,2,0,3,4,6,4,5,2,0,3,4,6,4,5,2,0,3,4,6,4,5,2,0,3,4,6,4
"93","FOODS_3_094_TX_3_validation",1,2,0,2,0,0,1,1,2,0,2,0,0,1,1,2,0,2,0,0,1,1,2,0,2,0,0,1
"94","FOODS_3_095_TX_3_validation",0,1,1,0,0,0,2,0,1,1,0,0,0,2,0,1,1,0,0,0,2,0,1,1,0,0,0,2
"95","FOODS_3_096_TX_3_validation",0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
"96","FOODS_3_097_TX_3_validation",0,0,0,0,1,4,3,0,0,0,0,1,4,3,0,0,0,0,1,4,3,0,0,0,0,1,4,3
"97","FOODS_3_098_TX_3_validation",1,0,0,0,0,3,3,1,0,0,0,0,3,3,1,0,0,0,0,3,3,1,0,0,0,0,3,3
"98","FOODS_3_099_TX_3_validation",13,16,8,3,8,5,12,13,16,8,3,8,5,12,13,16,8,3,8,5,12,13,16,8,3,8,5,12
"99","FOODS_3_100_TX_3_validation",0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1
"100","FOODS_3_101_TX_3_validation",1,7,1,1,1,2,4,1,7,1,1,1,2,4,1,7,1,1,1,2,4,1,7,1,1,1,2,4
"101","FOODS_3_102_TX_3_validation",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
"102","FOODS_3_103_TX_3_validation",1,1,0,0,0,0,2,1,1,0,0,0,0,2,1,1,0,0,0,0,2,1,1,0,0,0,0,2
"103","FOODS_3_104_TX_3_validation",1,0,2,0,1,1,0,1,0,2,0,1,1,0,1,0,2,0,1,1,0,1,0,2,0,1,1,0
"104","FOODS_3_105_TX_3_validation",1,0,0,0,3,0,1,1,0,0,0,3,0,1,1,0,0,0,3,0,1,1,0,0,0,3,0,1
"105","FOODS_3_106_TX_3_validation",0,1,2,1,0,4,1,0,1,2,1,0,4,1,0,1,2,1,0,4,1,0,1,2,1,0,4,1
"106","FOODS_3_107_TX_3_validation",0,2,4,0,2,1,4,0,2,4,0,2,1,4,0,2,4,0,2,1,4,0,2,4,0,2,1,4
"107","FOODS_3_108_TX_3_validation",1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1
"108","FOODS_3_109_TX_3_validation",5,6,8,2,5,3,2,5,6,8,2,5,3,2,5,6,8,2,5,3,2,5,6,8,2,5,3,2
"109","FOODS_3_110_TX_3_validation",0,0,1,1,1,3,0,0,0,1,1,1,3,0,0,0,1,1,1,3,0,0,0,1,1,1,3,0
"110","FOODS_3_111_TX_3_validation",0,0,0,3,1,0,0,0,0,0,3,1,0,0,0,0,0,3,1,0,0,0,0,0,3,1,0,0
"111","FOODS_3_112_TX_3_validation",0,1,0,2,0,2,0,0,1,0,2,0,2,0,0,1,0,2,0,2,0,0,1,0,2,0,2,0
"112","FOODS_3_113_TX_3_validation",2,2,1,3,2,0,0,2,2,1,3,2,0,0,2,2,1,3,2,0,0,2,2,1,3,2,0,0
"113","FOODS_3_114_TX_3_validation",0,2,2,0,5,0,2,0,2,2,0,5,0,2,0,2,2,0,5,0,2,0,2,2,0,5,0,2
"114","FOODS_3_115_TX_3_validation",1,3,2,0,0,0,2,1,3,2,0,0,0,2,1,3,2,0,0,0,2,1,3,2,0,0,0,2
"115","FOODS_3_116_TX_3_validation",0,0,4,0,1,2,0,0,0,4,0,1,2,0,0,0,4,0,1,2,0,0,0,4,0,1,2,0
"116","FOODS_3_117_TX_3_validation",5,7,4,4,7,9,9,5,7,4,4,7,9,9,5,7,4,4,7,9,9,5,7,4,4,7,9,9
"117","FOODS_3_118_TX_3_validation",0,2,2,1,2,1,2,0,2,2,1,2,1,2,0,2,2,1,2,1,2,0,2,2,1,2,1,2
"118","FOODS_3_119_TX_3_validation",1,0,0,0,1,0,2,1,0,0,0,1,0,2,1,0,0,0,1,0,2,1,0,0,0,1,0,2
"119","FOODS_3_120_TX_3_validation",34,39,10,14,22,32,34,34,39,10,14,22,32,34,34,39,10,14,22,32,34,34,39,10,14,22,32,34
"120","FOODS_3_121_TX_3_validation",0,2,2,2,2,1,7,0,2,2,2,2,1,7,0,2,2,2,2,1,7,0,2,2,2,2,1,7
"121","FOODS_3_122_TX_3_validation",3,0,0,2,3,0,1,3,0,0,2,3,0,1,3,0,0,2,3,0,1,3,0,0,2,3,0,1
"122","FOODS_3_123_TX_3_validation",0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
"123","FOODS_3_124_TX_3_validation",1,2,2,0,0,0,2,1,2,2,0,0,0,2,1,2,2,0,0,0,2,1,2,2,0,0,0,2
"124","FOODS_3_125_TX_3_validation",0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,1,1,1
"125","FOODS_3_126_TX_3_validation",1,2,1,0,2,4,0,1,2,1,0,2,4,0,1,2,1,0,2,4,0,1,2,1,0,2,4,0
"126","FOODS_3_127_TX_3_validation",0,0,0,2,0,0,1,0,0,0,2,0,0,1,0,0,0,2,0,0,1,0,0,0,2,0,0,1
"127","FOODS_3_128_TX_3_validation",0,1,1,0,0,1,1,0,1,1,0,0,1,1,0,1,1,0,0,1,1,0,1,1,0,0,1,1
"128","FOODS_3_129_TX_3_validation",0,2,1,1,1,1,0,0,2,1,1,1,1,0,0,2,1,1,1,1,0,0,2,1,1,1,1,0
"129","FOODS_3_130_TX_3_validation",0,2,1,0,1,1,0,0,2,1,0,1,1,0,0,2,1,0,1,1,0,0,2,1,0,1,1,0
"130","FOODS_3_131_TX_3_validation",1,0,1,2,1,4,0,1,0,1,2,1,4,0,1,0,1,2,1,4,0,1,0,1,2,1,4,0
"131","FOODS_3_132_TX_3_validation",1,4,0,0,0,1,1,1,4,0,0,0,1,1,1,4,0,0,0,1,1,1,4,0,0,0,1,1
"132","FOODS_3_133_TX_3_validation",3,6,5,2,2,1,3,3,6,5,2,2,1,3,3,6,5,2,2,1,3,3,6,5,2,2,1,3
"133","FOODS_3_134_TX_3_validation",4,0,4,1,3,3,0,4,0,4,1,3,3,0,4,0,4,1,3,3,0,4,0,4,1,3,3,0
"134","FOODS_3_135_TX_3_validation",1,0,9,7,14,12,0,1,0,9,7,14,12,0,1,0,9,7,14,12,0,1,0,9,7,14,12,0
"135","FOODS_3_136_TX_3_validation",8,7,6,4,4,16,10,8,7,6,4,4,16,10,8,7,6,4,4,16,10,8,7,6,4,4,16,10
"136","FOODS_3_137_TX_3_validation",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"137","FOODS_3_138_TX_3_validation",2,2,1,2,0,0,1,2,2,1,2,0,0,1,2,2,1,2,0,0,1,2,2,1,2,0,0,1
"138","FOODS_3_139_TX_3_validation",0,0,1,0,1,4,1,0,0,1,0,1,4,1,0,0,1,0,1,4,1,0,0,1,0,1,4,1
"139","FOODS_3_140_TX_3_validation",0,0,0,2,0,0,2,0,0,0,2,0,0,2,0,0,0,2,0,0,2,0,0,0,2,0,0,2
"140","FOODS_3_141_TX_3_validation",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
"141","FOODS_3_142_TX_3_validation",0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,2
"142","FOODS_3_143_TX_3_validation",0,2,0,0,2,0,1,0,2,0,0,2,0,1,0,2,0,0,2,0,1,0,2,0,0,2,0,1
"143","FOODS_3_144_TX_3_validation",3,1,1,3,2,1,0,3,1,1,3,2,1,0,3,1,1,3,2,1,0,3,1,1,3,2,1,0
"144","FOODS_3_145_TX_3_validation",0,0,1,1,0,1,0,0,0,1,1,0,1,0,0,0,1,1,0,1,0,0,0,1,1,0,1,0
"145","FOODS_3_146_TX_3_validation",1,4,0,0,2,2,0,1,4,0,0,2,2,0,1,4,0,0,2,2,0,1,4,0,0,2,2,0
"146","FOODS_3_147_TX_3_validation",8,5,4,6,8,6,6,8,5,4,6,8,6,6,8,5,4,6,8,6,6,8,5,4,6,8,6,6
"147","FOODS_3_148_TX_3_validation",1,0,1,2,4,0,0,1,0,1,2,4,0,0,1,0,1,2,4,0,0,1,0,1,2,4,0,0
"148","FOODS_3_149_TX_3_validation",0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
"149","FOODS_3_150_TX_3_validation",10,21,9,10,21,8,13,10,21,9,10,21,8,13,10,21,9,10,21,8,13,10,21,9,10,21,8,13
"150","FOODS_3_151_TX_3_validation",2,7,2,8,3,4,5,2,7,2,8,3,4,5,2,7,2,8,3,4,5,2,7,2,8,3,4,5
"151","FOODS_3_152_TX_3_validation",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"152","FOODS_3_153_TX_3_validation",2,1,1,0,1,3,5,2,1,1,0,1,3,5,2,1,1,0,1,3,5,2,1,1,0,1,3,5
"153","FOODS_3_154_TX_3_validation",1,0,0,1,0,3,0,1,0,0,1,0,3,0,1,0,0,1,0,3,0,1,0,0,1,0,3,0
"154","FOODS_3_155_TX_3_validation",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"155","FOODS_3_156_TX_3_validation",0,0,1,1,0,0,2,0,0,1,1,0,0,2,0,0,1,1,0,0,2,0,0,1,1,0,0,2
"156","FOODS_3_157_TX_3_validation",0,1,4,2,3,0,1,0,1,4,2,3,0,1,0,1,4,2,3,0,1,0,1,4,2,3,0,1
"157","FOODS_3_158_TX_3_validation",0,2,1,0,2,0,0,0,2,1,0,2,0,0,0,2,1,0,2,0,0,0,2,1,0,2,0,0
"158","FOODS_3_159_TX_3_validation",0,0,0,0,0,2,2,0,0,0,0,0,2,2,0,0,0,0,0,2,2,0,0,0,0,0,2,2
"159","FOODS_3_160_TX_3_validation",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
"160","FOODS_3_161_TX_3_validation",3,0,0,0,0,1,0,3,0,0,0,0,1,0,3,0,0,0,0,1,0,3,0,0,0,0,1,0
"161","FOODS_3_162_TX_3_validation",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"162","FOODS_3_163_TX_3_validation",1,2,6,3,1,2,1,1,2,6,3,1,2,1,1,2,6,3,1,2,1,1,2,6,3,1,2,1
"163","FOODS_3_164_TX_3_validation",1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"164","FOODS_3_165_TX_3_validation",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"165","FOODS_3_166_TX_3_validation",4,0,3,1,1,1,3,4,0,3,1,1,1,3,4,0,3,1,1,1,3,4,0,3,1,1,1,3
"166","FOODS_3_167_TX_3_validation",3,5,2,2,1,3,1,3,5,2,2,1,3,1,3,5,2,2,1,3,1,3,5,2,2,1,3,1
"167","FOODS_3_168_TX_3_validation",3,2,1,1,1,1,3,3,2,1,1,1,1,3,3,2,1,1,1,1,3,3,2,1,1,1,1,3
"168","FOODS_3_169_TX_3_validation",3,2,2,1,5,2,0,3,2,2,1,5,2,0,3,2,2,1,5,2,0,3,2,2,1,5,2,0
"169","FOODS_3_170_TX_3_validation",1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"170","FOODS_3_171_TX_3_validation",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"171","FOODS_3_172_TX_3_validation",4,4,6,3,0,0,1,4,4,6,3,0,0,1,4,4,6,3,0,0,1,4,4,6,3,0,0,1
"172","FOODS_3_173_TX_3_validation",0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0
"173","FOODS_3_174_TX_3_validation",1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0
"174","FOODS_3_175_TX_3_validation",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"175","FOODS_3_176_TX_3_validation",0,0,0,4,4,1,0,0,0,0,4,4,1,0,0,0,0,4,4,1,0,0,0,0,4,4,1,0
"176","FOODS_3_177_TX_3_validation",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"177","FOODS_3_178_TX_3_validation",3,2,2,3,1,2,5,3,2,2,3,1,2,5,3,2,2,3,1,2,5,3,2,2,3,1,2,5
"178","FOODS_3_179_TX_3_validation",0,1,0,0,0,2,0,0,1,0,0,0,2,0,0,1,0,0,0,2,0,0,1,0,0,0,2,0
"179","FOODS_3_180_TX_3_validation",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"180","FOODS_3_181_TX_3_validation",1,1,1,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0
